stratum,family,query_id,query_source,method,n_candidates,n_comparable,n_incomparable,incomparable_rate
same-source,primary,Q0078,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0078,lits,OAKG,130,130,0,0.0
same-source,primary,Q0078,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0078,lits,WL,130,130,0,0.0
same-source,primary,Q0078,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0079,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0079,lits,OAKG,130,130,0,0.0
same-source,primary,Q0079,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0079,lits,WL,130,130,0,0.0
same-source,primary,Q0079,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0080,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0080,lits,OAKG,130,130,0,0.0
same-source,primary,Q0080,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0080,lits,WL,130,130,0,0.0
same-source,primary,Q0080,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0081,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0081,lits,OAKG,130,130,0,0.0
same-source,primary,Q0081,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0081,lits,WL,130,130,0,0.0
same-source,primary,Q0081,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0082,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0082,lits,OAKG,130,130,0,0.0
same-source,primary,Q0082,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0082,lits,WL,130,130,0,0.0
same-source,primary,Q0082,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0083,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0083,lits,OAKG,130,130,0,0.0
same-source,primary,Q0083,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0083,lits,WL,130,130,0,0.0
same-source,primary,Q0083,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0084,lits,MissingnessIndicators,130,130,0,0.0
same-source,primary,Q0084,lits,OAKG,130,130,0,0.0
same-source,primary,Q0084,lits,OAKG-Union,130,130,0,0.0
same-source,primary,Q0084,lits,WL,130,130,0,0.0
same-source,primary,Q0084,lits,ZeroImputation,130,130,0,0.0
same-source,primary,Q0085,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0085,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0085,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0085,flare22,WL,99,99,0,0.0
same-source,primary,Q0085,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0086,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0086,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0086,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0086,flare22,WL,99,99,0,0.0
same-source,primary,Q0086,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0087,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0087,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0087,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0087,flare22,WL,99,99,0,0.0
same-source,primary,Q0087,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0088,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0088,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0088,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0088,flare22,WL,99,99,0,0.0
same-source,primary,Q0088,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0089,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0089,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0089,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0089,flare22,WL,99,99,0,0.0
same-source,primary,Q0089,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0090,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0090,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0090,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0090,flare22,WL,99,99,0,0.0
same-source,primary,Q0090,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0091,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0091,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0091,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0091,flare22,WL,99,99,0,0.0
same-source,primary,Q0091,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0092,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0092,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0092,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0092,flare22,WL,99,99,0,0.0
same-source,primary,Q0092,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0093,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0093,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0093,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0093,flare22,WL,99,99,0,0.0
same-source,primary,Q0093,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0094,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0094,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0094,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0094,flare22,WL,99,99,0,0.0
same-source,primary,Q0094,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0095,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0095,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0095,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0095,flare22,WL,99,99,0,0.0
same-source,primary,Q0095,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0096,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0096,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0096,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0096,flare22,WL,99,99,0,0.0
same-source,primary,Q0096,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0097,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0097,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0097,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0097,flare22,WL,99,99,0,0.0
same-source,primary,Q0097,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0098,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0098,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0098,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0098,flare22,WL,99,99,0,0.0
same-source,primary,Q0098,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0099,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0099,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0099,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0099,flare22,WL,99,99,0,0.0
same-source,primary,Q0099,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0100,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0100,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0100,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0100,flare22,WL,99,99,0,0.0
same-source,primary,Q0100,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0101,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0101,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0101,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0101,flare22,WL,99,99,0,0.0
same-source,primary,Q0101,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0102,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0102,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0102,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0102,flare22,WL,99,99,0,0.0
same-source,primary,Q0102,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0103,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0103,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0103,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0103,flare22,WL,99,99,0,0.0
same-source,primary,Q0103,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0104,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0104,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0104,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0104,flare22,WL,99,99,0,0.0
same-source,primary,Q0104,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0105,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0105,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0105,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0105,flare22,WL,99,99,0,0.0
same-source,primary,Q0105,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0106,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0106,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0106,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0106,flare22,WL,99,99,0,0.0
same-source,primary,Q0106,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0107,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0107,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0107,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0107,flare22,WL,99,99,0,0.0
same-source,primary,Q0107,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0108,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0108,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0108,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0108,flare22,WL,99,99,0,0.0
same-source,primary,Q0108,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0109,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0109,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0109,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0109,flare22,WL,99,99,0,0.0
same-source,primary,Q0109,flare22,ZeroImputation,99,99,0,0.0
same-source,primary,Q0110,flare22,MissingnessIndicators,99,99,0,0.0
same-source,primary,Q0110,flare22,OAKG,99,99,0,0.0
same-source,primary,Q0110,flare22,OAKG-Union,99,99,0,0.0
same-source,primary,Q0110,flare22,WL,99,99,0,0.0
same-source,primary,Q0110,flare22,ZeroImputation,99,99,0,0.0
cross-source-pooled,primary,Q0017,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0017,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0017,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0017,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0017,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0018,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0018,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0018,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0018,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0018,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0028,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0028,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0028,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0028,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0028,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0030,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0030,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0030,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0030,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0030,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0031,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0031,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0031,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0031,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0031,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0039,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0039,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0039,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0039,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0039,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0041,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0041,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0041,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0041,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0041,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0043,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0043,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0043,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0043,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0043,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0044,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0044,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0044,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0044,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0044,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0045,msd_pancreas,MissingnessIndicators,231,231,0,0.0
cross-source-pooled,primary,Q0045,msd_pancreas,OAKG,231,100,131,0.5670995670995671
cross-source-pooled,primary,Q0045,msd_pancreas,OAKG-Union,231,231,0,0.0
cross-source-pooled,primary,Q0045,msd_pancreas,WL,231,231,0,0.0
cross-source-pooled,primary,Q0045,msd_pancreas,ZeroImputation,231,231,0,0.0
cross-source-pooled,primary,Q0068,lits,MissingnessIndicators,381,381,0,0.0
cross-source-pooled,primary,Q0068,lits,OAKG,381,100,281,0.7375328083989501
cross-source-pooled,primary,Q0068,lits,OAKG-Union,381,381,0,0.0
cross-source-pooled,primary,Q0068,lits,WL,381,381,0,0.0
cross-source-pooled,primary,Q0068,lits,ZeroImputation,381,381,0,0.0
cross-source-pooled,primary,Q0077,lits,MissingnessIndicators,381,381,0,0.0
cross-source-pooled,primary,Q0077,lits,OAKG,381,100,281,0.7375328083989501
cross-source-pooled,primary,Q0077,lits,OAKG-Union,381,381,0,0.0
cross-source-pooled,primary,Q0077,lits,WL,381,381,0,0.0
cross-source-pooled,primary,Q0077,lits,ZeroImputation,381,381,0,0.0
cross-source-pooled,primary,Q0079,lits,MissingnessIndicators,381,381,0,0.0
cross-source-pooled,primary,Q0079,lits,OAKG,381,100,281,0.7375328083989501
cross-source-pooled,primary,Q0079,lits,OAKG-Union,381,381,0,0.0
cross-source-pooled,primary,Q0079,lits,WL,381,381,0,0.0
cross-source-pooled,primary,Q0079,lits,ZeroImputation,381,381,0,0.0
cross-source-pooled,primary,Q0094,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0094,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0094,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0094,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0094,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0097,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0097,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0097,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0097,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0097,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0098,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0098,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0098,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0098,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0098,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0102,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0102,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0102,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0102,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0102,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0103,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0103,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0103,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0103,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0103,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0107,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0107,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0107,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0107,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0107,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0108,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0108,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0108,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0108,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0108,flare22,ZeroImputation,412,412,0,0.0
cross-source-pooled,primary,Q0110,flare22,MissingnessIndicators,412,412,0,0.0
cross-source-pooled,primary,Q0110,flare22,OAKG,412,412,0,0.0
cross-source-pooled,primary,Q0110,flare22,OAKG-Union,412,412,0,0.0
cross-source-pooled,primary,Q0110,flare22,WL,412,412,0,0.0
cross-source-pooled,primary,Q0110,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0094,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0094,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0094,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0094,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0094,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0097,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0097,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0097,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0097,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0097,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0098,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0098,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0098,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0098,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0098,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0102,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0102,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0102,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0102,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0102,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0103,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0103,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0103,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0103,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0103,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0107,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0107,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0107,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0107,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0107,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0108,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0108,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0108,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0108,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0108,flare22,ZeroImputation,412,412,0,0.0
flare22-to-other-sources,primary,Q0110,flare22,MissingnessIndicators,412,412,0,0.0
flare22-to-other-sources,primary,Q0110,flare22,OAKG,412,412,0,0.0
flare22-to-other-sources,primary,Q0110,flare22,OAKG-Union,412,412,0,0.0
flare22-to-other-sources,primary,Q0110,flare22,WL,412,412,0,0.0
flare22-to-other-sources,primary,Q0110,flare22,ZeroImputation,412,412,0,0.0
lits-to-other-sources,primary,Q0068,lits,MissingnessIndicators,381,381,0,0.0
lits-to-other-sources,primary,Q0068,lits,OAKG,381,100,281,0.7375328083989501
lits-to-other-sources,primary,Q0068,lits,OAKG-Union,381,381,0,0.0
lits-to-other-sources,primary,Q0068,lits,WL,381,381,0,0.0
lits-to-other-sources,primary,Q0068,lits,ZeroImputation,381,381,0,0.0
lits-to-other-sources,primary,Q0077,lits,MissingnessIndicators,381,381,0,0.0
lits-to-other-sources,primary,Q0077,lits,OAKG,381,100,281,0.7375328083989501
lits-to-other-sources,primary,Q0077,lits,OAKG-Union,381,381,0,0.0
lits-to-other-sources,primary,Q0077,lits,WL,381,381,0,0.0
lits-to-other-sources,primary,Q0077,lits,ZeroImputation,381,381,0,0.0
lits-to-other-sources,primary,Q0079,lits,MissingnessIndicators,381,381,0,0.0
lits-to-other-sources,primary,Q0079,lits,OAKG,381,100,281,0.7375328083989501
lits-to-other-sources,primary,Q0079,lits,OAKG-Union,381,381,0,0.0
lits-to-other-sources,primary,Q0079,lits,WL,381,381,0,0.0
lits-to-other-sources,primary,Q0079,lits,ZeroImputation,381,381,0,0.0
msd_pancreas-to-other-sources,primary,Q0017,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0017,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0017,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0017,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0017,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0018,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0018,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0018,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0018,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0018,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0028,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0028,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0028,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0028,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0028,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0030,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0030,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0030,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0030,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0030,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0031,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0031,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0031,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0031,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0031,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0039,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0039,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0039,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0039,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0039,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0041,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0041,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0041,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0041,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0041,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0043,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0043,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0043,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0043,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0043,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0044,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0044,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0044,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0044,msd_pancreas,WL,231,231,0,0.0
